# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# time,realtime,ref,inp,dis,state...
0.000000000000000000e+00,1.627063723059333563e+09,0.000000000000000000e+00,1.133956280830267227e-01,0.000000000000000000e+00,1.133956280830267227e-01
1.666666666666666644e-02,1.627063723060329676e+09,0.000000000000000000e+00,1.133956280830267227e-01,0.000000000000000000e+00,1.133956280830267227e-01
3.333333333333333287e-02,1.627063723061330795e+09,0.000000000000000000e+00,1.133956280830267227e-01,0.000000000000000000e+00,1.133956280830267227e-01
5.000000000000000278e-02,1.627063723077283144e+09,0.000000000000000000e+00,-7.370569919409994397e-02,0.000000000000000000e+00,-7.370569919409994397e-02
6.666666666666666574e-02,1.627063723094271898e+09,0.000000000000000000e+00,-7.370569919409994397e-02,0.000000000000000000e+00,-7.370569919409994397e-02
8.333333333333332871e-02,1.627063723112189531e+09,0.000000000000000000e+00,-7.370569919409994397e-02,0.000000000000000000e+00,-7.370569919409994397e-02
1.000000000000000056e-01,1.627063723128146410e+09,0.000000000000000000e+00,-7.370569919409994397e-02,0.000000000000000000e+00,-7.370569919409994397e-02
1.166666666666666685e-01,1.627063723145101547e+09,0.000000000000000000e+00,-7.370569919409994397e-02,0.000000000000000000e+00,-7.370569919409994397e-02
1.333333333333333315e-01,1.627063723162055731e+09,0.000000000000000000e+00,-7.370569919409994397e-02,0.000000000000000000e+00,-7.370569919409994397e-02
1.499999999999999944e-01,1.627063723179010391e+09,0.000000000000000000e+00,-7.370569919409994397e-02,0.000000000000000000e+00,-7.370569919409994397e-02
1.666666666666666574e-01,1.627063723195970297e+09,0.000000000000000000e+00,-7.370569919409994397e-02,0.000000000000000000e+00,-7.370569919409994397e-02
1.833333333333333204e-01,1.627063723212922573e+09,0.000000000000000000e+00,-7.370569919409994397e-02,0.000000000000000000e+00,-7.370569919409994397e-02
2.000000000000000111e-01,1.627063723229907751e+09,0.000000000000000000e+00,-7.370569919409994397e-02,0.000000000000000000e+00,-7.370569919409994397e-02
2.166666666666666741e-01,1.627063723246831894e+09,0.000000000000000000e+00,-7.370569919409994397e-02,0.000000000000000000e+00,-7.370569919409994397e-02
2.333333333333333370e-01,1.627063723263786793e+09,0.000000000000000000e+00,-7.370569919409994397e-02,0.000000000000000000e+00,-7.370569919409994397e-02
2.500000000000000000e-01,1.627063723280738354e+09,0.000000000000000000e+00,-7.370569919409994397e-02,0.000000000000000000e+00,-7.370569919409994397e-02
