# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# time,realtime,ref,inp,dis,state...
0.000000000000000000e+00,1.627060311404389143e+09,0.000000000000000000e+00,8.384418175467972523e-02,0.000000000000000000e+00,8.384418175467972523e-02
1.666666666666666644e-02,1.627060311405394554e+09,0.000000000000000000e+00,8.384418175467972523e-02,0.000000000000000000e+00,8.384418175467972523e-02
3.333333333333333287e-02,1.627060311405394554e+09,0.000000000000000000e+00,8.384418175467972523e-02,0.000000000000000000e+00,8.384418175467972523e-02
5.000000000000000278e-02,1.627060311422705889e+09,0.000000000000000000e+00,8.384418175467972523e-02,0.000000000000000000e+00,8.384418175467972523e-02
6.666666666666666574e-02,1.627060311438755751e+09,0.000000000000000000e+00,8.384418175467972523e-02,0.000000000000000000e+00,8.384418175467972523e-02
8.333333333333332871e-02,1.627060311455744505e+09,0.000000000000000000e+00,8.384418175467972523e-02,0.000000000000000000e+00,8.384418175467972523e-02
1.000000000000000056e-01,1.627060311472663641e+09,0.000000000000000000e+00,8.384418175467972523e-02,0.000000000000000000e+00,8.384418175467972523e-02
1.166666666666666685e-01,1.627060311489647388e+09,0.000000000000000000e+00,8.384418175467972523e-02,0.000000000000000000e+00,8.384418175467972523e-02
1.333333333333333315e-01,1.627060311506607294e+09,0.000000000000000000e+00,8.384418175467972523e-02,0.000000000000000000e+00,8.384418175467972523e-02
1.499999999999999944e-01,1.627060311523527622e+09,0.000000000000000000e+00,8.384418175467972523e-02,0.000000000000000000e+00,8.384418175467972523e-02
1.666666666666666574e-01,1.627060311540485859e+09,0.000000000000000000e+00,8.384418175467972523e-02,0.000000000000000000e+00,8.384418175467972523e-02
1.833333333333333204e-01,1.627060311557469368e+09,0.000000000000000000e+00,8.384418175467972523e-02,0.000000000000000000e+00,8.384418175467972523e-02
2.000000000000000111e-01,1.627060311574424505e+09,0.000000000000000000e+00,8.384418175467972523e-02,0.000000000000000000e+00,8.384418175467972523e-02
2.166666666666666741e-01,1.627060311592344999e+09,0.000000000000000000e+00,8.384418175467972523e-02,0.000000000000000000e+00,8.384418175467972523e-02
2.333333333333333370e-01,1.627060311608337402e+09,0.000000000000000000e+00,8.384418175467972523e-02,0.000000000000000000e+00,8.384418175467972523e-02
2.500000000000000000e-01,1.627060311625257492e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
2.666666666666666630e-01,1.627060311642212868e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
2.833333333333333259e-01,1.627060311659238815e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
2.999999999999999889e-01,1.627060311676191807e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
3.166666666666666519e-01,1.627060311693152905e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
3.333333333333333148e-01,1.627060311710069895e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
3.499999999999999778e-01,1.627060311727062702e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
3.666666666666666408e-01,1.627060311744013548e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
3.833333333333333037e-01,1.627060311761931419e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
4.000000000000000222e-01,1.627060311778919458e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
4.166666666666666852e-01,1.627060311795866489e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
4.333333333333333481e-01,1.627060311812794209e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
4.500000000000000111e-01,1.627060311829748392e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
4.666666666666666741e-01,1.627060311846703291e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
4.833333333333333370e-01,1.627060311863693237e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
5.000000000000000000e-01,1.627060311880613089e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
5.166666666666666075e-01,1.627060311897599697e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
5.333333333333333259e-01,1.627060311914558411e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
5.500000000000000444e-01,1.627060311931478024e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
5.666666666666666519e-01,1.627060311948465109e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
5.833333333333333703e-01,1.627060311966392279e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
5.999999999999999778e-01,1.627060311983338833e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
6.166666666666666963e-01,1.627060312000325918e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
6.333333333333333037e-01,1.627060312017787695e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
6.500000000000000222e-01,1.627060312034741879e+09,0.000000000000000000e+00,2.380328278908744322e-02,0.000000000000000000e+00,2.380328278908744322e-02
6.666666666666666297e-01,1.627060312051774263e+09,0.000000000000000000e+00,1.748924043791727501e-02,0.000000000000000000e+00,1.748924043791727501e-02
6.833333333333333481e-01,1.627060312068724632e+09,0.000000000000000000e+00,1.748924043791727501e-02,0.000000000000000000e+00,1.748924043791727501e-02
6.999999999999999556e-01,1.627060312085647106e+09,0.000000000000000000e+00,1.748924043791727501e-02,0.000000000000000000e+00,1.748924043791727501e-02
7.166666666666666741e-01,1.627060312102638245e+09,0.000000000000000000e+00,1.748924043791727501e-02,0.000000000000000000e+00,1.748924043791727501e-02
7.333333333333332815e-01,1.627060312120130777e+09,0.000000000000000000e+00,1.748924043791727501e-02,0.000000000000000000e+00,1.748924043791727501e-02
7.500000000000000000e-01,1.627060312138095617e+09,0.000000000000000000e+00,1.748924043791727501e-02,0.000000000000000000e+00,1.748924043791727501e-02
7.666666666666666075e-01,1.627060312154038191e+09,0.000000000000000000e+00,1.748924043791727501e-02,0.000000000000000000e+00,1.748924043791727501e-02
