# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# time,realtime,ref,inp,dis,state...
0.000000000000000000e+00,1.627060321603792191e+09,0.000000000000000000e+00,5.186956246815539046e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.666666666666666644e-02,1.627060321604788065e+09,2.274202201737936387e-06,1.885138485758902638e-02,0.000000000000000000e+00,3.141897476264837621e-04
3.333333333333333287e-02,1.627060321605785370e+09,8.986056890389077312e-06,5.186956246815539046e-02,1.958619917619665073e-06,1.178715099094367362e-03
5.000000000000000278e-02,1.627060321621746540e+09,2.000603544314163439e-05,5.186956246815539046e-02,7.749762686452787671e-06,2.043336969608398109e-03
6.666666666666666574e-02,1.627060321640700579e+09,3.525827532788600578e-05,5.186956246815539046e-02,1.721437150396176393e-05,2.908116583602720490e-03
8.333333333333332871e-02,1.627060321657357454e+09,5.472606463527760991e-05,5.186956246815539046e-02,3.015218991187075014e-05,3.773111827903841402e-03
1.000000000000000056e-01,1.627060321674370289e+09,7.845652597998119065e-05,5.186956246815539046e-02,4.632456249389736583e-05,4.638376611747996488e-03
1.166666666666666685e-01,1.627060321691266298e+09,1.065644130720995203e-04,5.186956246815539046e-02,6.545842480154917087e-05,5.503960293297278407e-03
1.333333333333333315e-01,1.627060321708222151e+09,1.392349438053946660e-04,5.186956246815539046e-02,8.725145270402088538e-05,6.369907191978268525e-03
1.499999999999999944e-01,1.627060321725176334e+09,1.767256053232233218e-04,5.186956246815539046e-02,1.113783186479739093e-04,7.236256205091658004e-03
1.666666666666666574e-01,1.627060321742130518e+09,2.193668790728962631e-04,5.186956246815539046e-02,1.374979800415245120e-04,8.103040545894939217e-03
1.833333333333333204e-01,1.627060321759119987e+09,2.675618471995492111e-04,5.186956246815539046e-02,1.652619035054408352e-04,8.970287618755953124e-03
2.000000000000000111e-01,1.627060321777062654e+09,3.217846556066487028e-04,5.186956246815539046e-02,1.943231084161992116e-04,9.838019045032146345e-03
2.166666666666666741e-01,1.627060321794989586e+09,3.825778234586809019e-04,5.186956246815539046e-02,2.243458943393501163e-04,1.070625085107372587e-02
2.333333333333333370e-01,1.627060321810953617e+09,4.505484036526183258e-04,5.186956246815539046e-02,2.550160999380879151e-04,1.157499382720861628e-02
2.500000000000000000e-01,1.627060321827955484e+09,5.263630136640212644e-04,5.186956246815539046e-02,2.860517260380141089e-04,1.244425406377850686e-02
2.666666666666666630e-01,1.627060321844939947e+09,6.107417710040505742e-04,5.127014307188515474e-02,3.172137430038744635e-04,1.330404334402665763e-02
2.833333333333333259e-01,1.627060321861891747e+09,7.044511821274874975e-04,5.127014307188515474e-02,3.483168926744984926e-04,1.416435101010265173e-02
2.999999999999999889e-01,1.627060321880813837e+09,8.082960478326731667e-04,5.127014307188515474e-02,3.792402880094032538e-04,1.502517406610089437e-02
3.166666666666666519e-01,1.627060321896800518e+09,9.231104618189946024e-04,5.127014307188515474e-02,4.099376094866608771e-04,1.588650874412375624e-02
3.333333333333333148e-01,1.627060321913717031e+09,1.049747991948362389e-03,5.127014307188515474e-02,4.404466962770141715e-04,1.674835190692645914e-02
3.499999999999999778e-01,1.627060321931706667e+09,1.189071145733446673e-03,5.127014307188515474e-02,4.708983323802518788e-04,1.761070259699754753e-02
3.666666666666666408e-01,1.627060321947660208e+09,1.341940232495875867e-03,5.127014307188515474e-02,5.015240332774850880e-04,1.847356371541692549e-02
3.833333333333333037e-01,1.627060321964617491e+09,1.509201744361324694e-03,5.127014307188515474e-02,5.326626472116466251e-04,1.933694381073520693e-02
4.000000000000000222e-01,1.627060321982567787e+09,1.691676386657470828e-03,5.127014307188515474e-02,5.647655968959787746e-04,2.020085895521489192e-02
4.166666666666666852e-01,1.627060321999490261e+09,1.890146895240891285e-03,5.127014307188515474e-02,5.984006021577765663e-04,2.106533468311560728e-02
4.333333333333333481e-01,1.627060322016444445e+09,2.105345783701496713e-03,5.127014307188515474e-02,6.342537415979398368e-04,2.193040796334032663e-02
4.500000000000000111e-01,1.627060322033399820e+09,2.337943167195901100e-03,5.127014307188515474e-02,6.731297315879057738e-04,2.279612917673154437e-02
4.666666666666666741e-01,1.627060322051361561e+09,2.588534811779833432e-03,5.127014307188515474e-02,7.159503235944927012e-04,2.366256406665620537e-02
4.833333333333333370e-01,1.627060322068316221e+09,2.857630558498465249e-03,5.127014307188515474e-02,7.637507456414765116e-04,2.452979563028164986e-02
5.000000000000000000e-01,1.627060322086268663e+09,3.145643270125651064e-03,5.127014307188515474e-02,8.176741403702168657e-04,2.539792591715257439e-02
5.166666666666666075e-01,1.627060322103222609e+09,3.452878445311656844e-03,5.127014307188515474e-02,8.789639803046939408e-04,2.626707770135573716e-02
5.333333333333333259e-01,1.627060322120177507e+09,3.779524640016915151e-03,5.127014307188515474e-02,9.489544701859495366e-04,2.713739599372358771e-02
5.500000000000000444e-01,1.627060322137132406e+09,4.125644829509438061e-03,5.127014307188515474e-02,1.029058976221786581e-03,2.800904936119203575e-02
5.666666666666666519e-01,1.627060322154085636e+09,4.491168835938856574e-03,5.127014307188515474e-02,1.120756552387047657e-03,2.888223102159657302e-02
5.833333333333333703e-01,1.627060322171075344e+09,4.875886936642115713e-03,5.127014307188515474e-02,1.225576664083284596e-03,2.975715968386271476e-02
5.999999999999999778e-01,1.627060322188029051e+09,5.279444756975899822e-03,5.127014307188515474e-02,1.345082239093443660e-03,3.063408010571235657e-02
6.166666666666666963e-01,1.627060322204040289e+09,5.701339538717565061e-03,5.127014307188515474e-02,1.480851204416251329e-03,3.151326334365071175e-02
6.333333333333333037e-01,1.627060322220999479e+09,6.140917861055360770e-03,5.127014307188515474e-02,1.634456694810610148e-03,3.239500667309563875e-02
6.500000000000000222e-01,1.627060322237971067e+09,6.597374876041380530e-03,5.127014307188515474e-02,1.807446144308352256e-03,3.327963316003219874e-02
6.666666666666666297e-01,1.627060322254957199e+09,7.069755104262921697e-03,5.127014307188515474e-02,2.001319495167225900e-03,3.416749086948307063e-02
6.833333333333333481e-01,1.627060322271912098e+09,7.556954819568205244e-03,5.216587650805649956e-02,2.217506779360571903e-03,3.507388059094002086e-02
6.999999999999999556e-01,1.627060322289830446e+09,8.057726034139917753e-03,5.216587650805649956e-02,2.457345345390391303e-03,3.598426762183080246e-02
7.166666666666666741e-01,1.627060322305864811e+09,8.570682077234062501e-03,5.216587650805649956e-02,2.722057017653496235e-03,3.689906651392597242e-02
7.333333333333332815e-01,1.627060322322781563e+09,9.094304742687797649e-03,5.216587650805649956e-02,3.012725486512254913e-03,3.781870988050212157e-02
7.500000000000000000e-01,1.627060322339811087e+09,9.626952962049283372e-03,5.216587650805649956e-02,3.330274234389873217e-03,3.874364572620955793e-02
7.666666666666666075e-01,1.627060322356231213e+09,1.016687294209968513e-02,5.216587650805649956e-02,3.675445306440068907e-03,3.967433442311783104e-02
7.833333333333333259e-01,1.627060322373298883e+09,1.071220968782714972e-02,5.216587650805649956e-02,4.048779233495577654e-03,4.061124535214370029e-02
8.000000000000000444e-01,1.627060322389912367e+09,1.126101981477818301e-02,5.216587650805649956e-02,4.450596409995901184e-03,4.155485323411124005e-02
8.166666666666666519e-01,1.627060322406866550e+09,1.181128553835439875e-02,5.216587650805649956e-02,4.880980220401452338e-03,4.250563417958554135e-02
8.333333333333333703e-01,1.627060322423820257e+09,1.236092971223492348e-02,5.216587650805649956e-02,5.339762194244714565e-03,4.346406149129056207e-02
8.499999999999999778e-01,1.627060322440726519e+09,1.290783177387449035e-02,5.216587650805649956e-02,5.826509452530172738e-03,4.443060125730034088e-02
8.666666666666666963e-01,1.627060322457787752e+09,1.344984444212988378e-02,5.216587650805649956e-02,6.340514686811089991e-03,4.540570777721480294e-02
8.833333333333333037e-01,1.627060322475716352e+09,1.398481100066668002e-02,5.216587650805649956e-02,6.880788887134994466e-03,4.638981886713466202e-02
9.000000000000000222e-01,1.627060322492697954e+09,1.451058299104521915e-02,5.216587650805649956e-02,7.446057006405847056e-03,4.738335109237570147e-02
9.166666666666666297e-01,1.627060322508731365e+09,1.502503813141222930e-02,5.216587650805649956e-02,8.034756716856964950e-03,4.838669497945759235e-02
9.333333333333333481e-01,1.627060322525218010e+09,1.552609827065051448e-02,5.216587650805649956e-02,8.645040379608538716e-03,4.940021026091867551e-02
9.499999999999999556e-01,1.627060322543170691e+09,1.601174718376030190e-02,5.216587650805649956e-02,9.274780311086427281e-03,5.042422120790439333e-02
9.666666666666666741e-01,1.627060322558935404e+09,1.648004801224023375e-02,5.216587650805649956e-02,9.921577390833763790e-03,5.145901210621923322e-02
9.833333333333332815e-01,1.627060322575995684e+09,1.692916015335976451e-02,5.216587650805649956e-02,1.058277301441841976e-02,5.250482293159381558e-02
1.000000000000000000e+00,1.627060322593962193e+09,1.735735540450111802e-02,5.216587650805649956e-02,1.125546435322010048e-02,5.356184527928176120e-02
1.016666666666666607e+00,1.627060322611982346e+09,1.776303317320999248e-02,5.216587650805649956e-02,1.193652284039077756e-02,5.463021860175588246e-02
1.033333333333333215e+00,1.627060322627976418e+09,1.814473457021678615e-02,5.216587650805649956e-02,1.262261575975415565e-02,5.571002680621939263e-02
1.050000000000000044e+00,1.627060322644931555e+09,1.850115521143810490e-02,5.216587650805649956e-02,1.331023077239287464e-02,5.680129526089355146e-02
1.066666666666666652e+00,1.627060322661879301e+09,1.883115656578428568e-02,5.216587650805649956e-02,1.399570317471380415e-02,5.790398825560638674e-02
1.083333333333333259e+00,1.627060322678800583e+09,1.913377569839765091e-02,5.216587650805649956e-02,1.467524564243329402e-02,5.901800695811455083e-02
1.100000000000000089e+00,1.627060322696752310e+09,1.940823327362517850e-02,3.880875673563305428e-02,1.534498017771940975e-02,5.992056924000375984e-02
1.116666666666666696e+00,1.627060322712928534e+09,1.965393969846073938e-02,3.880875673563305428e-02,1.600097194219123053e-02,6.083406471796749815e-02
1.133333333333333304e+00,1.627060322729919434e+09,1.987049930522902241e-02,3.880875673563305428e-02,1.663926462710101084e-02,6.175819840734639993e-02
1.149999999999999911e+00,1.627060322747358799e+09,2.005771249175687665e-02,3.880875673563305428e-02,1.725591698428085782e-02,6.269260963601162862e-02
1.166666666666666741e+00,1.627060322764314175e+09,2.021557575800676451e-02,3.880875673563305428e-02,1.784704011774906895e-02,6.363687291690132974e-02
1.183333333333333348e+00,1.627060322781260252e+09,2.034427959992555004e-02,3.880875673563305428e-02,1.840883511663107125e-02,6.459049944777239816e-02
1.199999999999999956e+00,1.627060322798224211e+09,2.044420424387764085e-02,3.880875673563305428e-02,1.893763059558994238e-02,6.555293923662611211e-02
1.216666666666666563e+00,1.627060322815144062e+09,2.051591322825503313e-02,3.880875673563305428e-02,1.942991969956711987e-02,6.652358384387944967e-02
1.233333333333333393e+00,1.627060322833134890e+09,2.056014486244920128e-02,3.880875673563305428e-02,1.988239612552888946e-02,6.750176972489881078e-02
1.250000000000000000e+00,1.627060322849088907e+09,2.057780161708640254e-02,3.880875673563305428e-02,2.029198871526103135e-02,6.848678214908038298e-02
1.266666666666666607e+00,1.627060322866045713e+09,2.056993752301601933e-02,3.880875673563305428e-02,2.065589418014888989e-02,6.947785966434341653e-02
1.283333333333333215e+00,1.627060322882996321e+09,2.053774367974723486e-02,3.880875673563305428e-02,2.097160753135369690e-02,7.047419906879319462e-02
1.300000000000000044e+00,1.627060322899954319e+09,2.048253199659802806e-02,3.880875673563305428e-02,2.123694980680541564e-02,7.147496084450050136e-02
1.316666666666666652e+00,1.627060322916910887e+09,2.040571731150087748e-02,3.880875673563305428e-02,2.145009270986961147e-02,7.247927500192555272e-02
1.333333333333333259e+00,1.627060322933866739e+09,2.030879805295222537e-02,3.880875673563305428e-02,2.160957980322947281e-02,7.348624727757326058e-02
1.350000000000000089e+00,1.627060322950857639e+09,2.019333562976212415e-02,3.880875673563305428e-02,2.171434393520422709e-02,7.449496562208721140e-02
1.366666666666666696e+00,1.627060322967774391e+09,2.006093275082508620e-02,3.880875673563305428e-02,2.176372061408731948e-02,7.550450691124921399e-02
1.383333333333333304e+00,1.627060322984729528e+09,1.991321089287634294e-02,3.880875673563305428e-02,2.175745708874998741e-02,7.651394380832227116e-02
1.399999999999999911e+00,1.627060323001688719e+09,1.975178714792275372e-02,3.880875673563305428e-02,2.169571694027796691e-02,7.752235170292079425e-02
1.416666666666666741e+00,1.627060323018643379e+09,1.957825069355657172e-02,3.880875673563305428e-02,2.157908003929352031e-02,7.852881564916956714e-02
1.433333333333333348e+00,1.627060323035598040e+09,1.939413913851352478e-02,3.880875673563305428e-02,2.140853777631481630e-02,7.953243722436870167e-02
1.449999999999999956e+00,1.627060323052551985e+09,1.920091500248089986e-02,3.880875673563305428e-02,2.118548352742422383e-02,8.053234122875299605e-02
1.466666666666666563e+00,1.627060323069506884e+09,1.899994259318086090e-02,3.880875673563305428e-02,2.091169837402800935e-02,8.152768214724734341e-02
1.483333333333333393e+00,1.627060323087492228e+09,1.879246554505232050e-02,3.880875673563305428e-02,2.058933215292605215e-02,8.251765029538998819e-02
1.500000000000000000e+00,1.627060323103449345e+09,1.857958528237208667e-02,3.880875673563305428e-02,2.022087997058672967e-02,8.350147757382699043e-02
1.516666666666666607e+00,1.627060323120371819e+09,1.836224066534614813e-02,3.984826741508025461e-02,1.980915437273549073e-02,8.449576793695724730e-02
1.533333333333333215e+00,1.627060323138324738e+09,1.814118907056300536e-02,3.984826741508025461e-02,1.935725341640642805e-02,8.548252661748202696e-02
1.550000000000000044e+00,1.627060323154966116e+09,1.791698914724669175e-02,3.984826741508025461e-02,1.886852494576561970e-02,8.646113982349612481e-02
1.566666666666666652e+00,1.627060323169937849e+09,1.768998547802802870e-02,3.984826741508025461e-02,1.834652742459484329e-02,8.743105307082404964e-02
1.583333333333333259e+00,1.627060323186397076e+09,1.746029535754820006e-02,3.984826741508025461e-02,1.779498772664387177e-02,8.839177398985278988e-02
1.600000000000000089e+00,1.627060323203351498e+09,1.722779788422360014e-02,3.984826741508025461e-02,1.721775632946704465e-02,8.934287438559523897e-02
1.616666666666666696e+00,1.627060323221304178e+09,1.699212554007228232e-02,3.984826741508025461e-02,1.661876039723923781e-02,9.028399151580056292e-02
1.633333333333333304e+00,1.627060323237261295e+09,1.675265841079286513e-02,3.984826741508025461e-02,1.600195527282335592e-02,9.121482856059895394e-02
1.649999999999999911e+00,1.627060323255216122e+09,1.650852117348657749e-02,3.984826741508025461e-02,1.537127492851605298e-02,9.213515426632555572e-02
1.666666666666666741e+00,1.627060323271172285e+09,1.625858295273552301e-02,3.984826741508025461e-02,1.473058194797065464e-02,9.304480175570974121e-02
1.683333333333333348e+00,1.627060323289389849e+09,1.600146011743393964e-02,3.984826741508025461e-02,1.408361762838525322e-02,9.394366650643416750e-02
1.699999999999999956e+00,1.627060323305342913e+09,1.573552206107281526e-02,3.984826741508025461e-02,1.343395280183126185e-02,9.483170351004935328e-02
1.716666666666666563e+00,1.627060323323294401e+09,1.545889997737939434e-02,3.984826741508025461e-02,1.278493997732978171e-02,9.570892363325618490e-02
1.733333333333333393e+00,1.627060323340253353e+09,1.516949861160493684e-02,3.984826741508025461e-02,1.213966740079833184e-02,9.657538921352082362e-02
1.750000000000000000e+00,1.627060323357477427e+09,1.486501093564804483e-02,3.984826741508025461e-02,1.150091561820265791e-02,9.743120893074221078e-02
1.766666666666666607e+00,1.627060323374469280e+09,1.454293566290992649e-02,3.984826741508025461e-02,1.087111710816646148e-02,9.827653200612965212e-02
1.783333333333333215e+00,1.627060323391426086e+09,1.420059748663621280e-02,3.984826741508025461e-02,1.025231952400572875e-02,9.911154178844774898e-02
1.800000000000000044e+00,1.627060323408376694e+09,1.383516989383312690e-02,3.984826741508025461e-02,9.646153051850991575e-03,9.993644879622994026e-02
1.816666666666666652e+00,1.627060323426329613e+09,1.344370037598966242e-02,3.984826741508025461e-02,9.053802351465481402e-03,1.007514832923390308e-01
1.833333333333333259e+00,1.627060323443284512e+09,1.302313782812406992e-02,3.984826741508025461e-02,8.475983499923032960e-03,1.015568874742557581e-01
