# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# time,realtime,ref,inp,dis,state...
0.000000000000000000e+00,1.627059258622627497e+09,0.000000000000000000e+00,-4.769913784456134703e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.666666666666666644e-02,1.627059258622627497e+09,2.274202201737936387e-06,-1.733569288221900595e-02,0.000000000000000000e+00,-2.889282147036500775e-04
3.333333333333333287e-02,1.627059258623652220e+09,8.986056890389077312e-06,-4.769913784456134703e-02,1.958619917619665073e-06,-1.083881201781045512e-03
5.000000000000000278e-02,1.627059258639616251e+09,2.000603544314163439e-05,-4.769913784456134703e-02,7.749762686452787671e-06,-1.878737669812293636e-03
6.666666666666666574e-02,1.627059258656570673e+09,3.525827532788600578e-05,-4.769913784456134703e-02,1.721437150396176393e-05,-2.673436394363249910e-03
8.333333333333332871e-02,1.627059258673524141e+09,5.472606463527760991e-05,-4.769913784456134703e-02,3.015218991187075014e-05,-3.467919488607407869e-03
1.000000000000000056e-01,1.627059258690482616e+09,7.845652597998119065e-05,-4.769913784456134703e-02,4.632456249389736583e-05,-4.262133043308531655e-03
1.166666666666666685e-01,1.627059258707433462e+09,1.065644130720995203e-04,-4.769913784456134703e-02,6.545842480154917087e-05,-5.056027700304528173e-03
1.333333333333333315e-01,1.627059258724389791e+09,1.392349438053946660e-04,-4.769913784456134703e-02,8.725145270402088538e-05,-5.849559140168817360e-03
1.499999999999999944e-01,1.627059258742307901e+09,1.767256053232233218e-04,-4.769913784456134703e-02,1.113783186479739093e-04,-6.642688465600707186e-03
1.666666666666666574e-01,1.627059258758264780e+09,2.193668790728962631e-04,-4.769913784456134703e-02,1.374979800415245120e-04,-7.435382463342704411e-03
1.833333333333333204e-01,1.627059258776248693e+09,2.675618471995492111e-04,-4.769913784456134703e-02,1.652619035054408352e-04,-8.227613729026968942e-03
2.000000000000000111e-01,1.627059258793203592e+09,3.217846556066487028e-04,-4.769913784456134703e-02,1.943231084161992116e-04,-9.019360641296055026e-03
2.166666666666666741e-01,1.627059258810162067e+09,3.825778234586809019e-04,-4.769913784456134703e-02,2.243458943393501163e-04,-9.810607173799754804e-03
2.333333333333333370e-01,1.627059258827126265e+09,4.505484036526183258e-04,-4.769913784456134703e-02,2.550160999380879151e-04,-1.060134253621014197e-02
2.500000000000000000e-01,1.627059258844538927e+09,5.263630136640212644e-04,-4.769913784456134703e-02,2.860517260380141089e-04,-1.139156063818553069e-02
2.666666666666666630e-01,1.627059258861675739e+09,6.107417710040505742e-04,-6.414811639443598890e-02,3.172137430038744635e-04,-1.245540901570939968e-02
2.833333333333333259e-01,1.627059258878674507e+09,7.044511821274874975e-04,-6.414811639443598890e-02,3.483168926744984926e-04,-1.351873900740542533e-02
2.999999999999999889e-01,1.627059258895622969e+09,8.082960478326731667e-04,-6.414811639443598890e-02,3.792402880094032538e-04,-1.458155360917920071e-02
3.166666666666666519e-01,1.627059258912542582e+09,9.231104618189946024e-04,-6.414811639443598890e-02,4.099376094866608771e-04,-1.564385658892835512e-02
3.333333333333333148e-01,1.627059258929497004e+09,1.049747991948362389e-03,-6.414811639443598890e-02,4.404466962770141715e-04,-1.670565108389767198e-02
3.499999999999999778e-01,1.627059258946485996e+09,1.189071145733446673e-03,-6.414811639443598890e-02,4.708983323802518788e-04,-1.776693805159859987e-02
3.666666666666666408e-01,1.627059258963440418e+09,1.341940232495875867e-03,-6.414811639443598890e-02,5.015240332774850880e-04,-1.882771459095124167e-02
3.833333333333333037e-01,1.627059258980395555e+09,1.509201744361324694e-03,-6.414811639443598890e-02,5.326626472116466251e-04,-1.988797215340497998e-02
4.000000000000000222e-01,1.627059258997349739e+09,1.691676386657470828e-03,-6.414811639443598890e-02,5.647655968959787746e-04,-2.094769466669731475e-02
4.166666666666666852e-01,1.627059259014304161e+09,1.890146895240891285e-03,-6.414811639443598890e-02,5.984006021577765663e-04,-2.200685659656861914e-02
4.333333333333333481e-01,1.627059259031262159e+09,2.105345783701496713e-03,-6.414811639443598890e-02,6.342537415979398368e-04,-2.306542097411591954e-02
4.500000000000000111e-01,1.627059259048213959e+09,2.337943167195901100e-03,-6.414811639443598890e-02,6.731297315879057738e-04,-2.412333741849672156e-02
